,AÇÃO,ANO,LPA,P/VP,DIV_LIQ/EBITDA,DIV_LIQ/EBIT,M_LIQUIDA,ROE,ROA,CAGR_LUCRO_5A,BOA
10,AGRO3,ATUAL,5.08,1.48,0.0,0.25,0.2711,0.2347,0.1555,0.8028,1
11,AGRO3,2021,5.08,1.2,-0.25,-0.29,0.2711,0.2383,0.1517,0.8028,1
12,AGRO3,2020,5.11,1.38,0.98,1.26,0.2602,0.2832,0.1554,1.0888,1
13,AGRO3,2019,2.1,1.15,0.87,1.2,0.1695,0.1358,0.0881,-0.0794,1
14,AGRO3,2018,3.11,1.01,0.76,0.86,0.3188,0.2343,0.1501,0.0,1
15,AGRO3,2017,2.17,1.05,0.0,0.38,0.329,0.1893,0.143,0.3448,1
16,AGRO3,2016,0.48,0.96,-4.58,367.12,0.1482,0.0397,0.0319,0.0,1
17,AGRO3,2015,0.0,0.0,34.23,8.25,0.0591,0.0106,0.0078,-0.1153,1
18,AGRO3,2014,0.0,0.0,0.07,0.08,0.4827,0.3097,0.2183,0.0,1
19,AGRO3,2013,0.0,0.0,-2.85,-0.62,-0.0878,-0.0228,-0.0173,0.0,1
20,B3SA3,ATUAL,0.73,4.1,-0.36,-0.43,0.4461,0.216,0.0941,0.2527,1
21,B3SA3,2021,0.77,3.05,-0.67,-0.78,0.4585,0.2105,0.0898,0.2667,1
22,B3SA3,2020,2.02,5.16,-1.27,-1.51,0.4452,0.1694,0.0896,0.1352,1
23,B3SA3,2019,1.32,3.49,-1.2,-1.58,0.4594,0.1069,0.0678,0.2267,1
24,B3SA3,2018,1.01,2.21,-0.7,-0.98,0.432,0.0834,0.0554,0.1406,1
25,B3SA3,2017,0.63,1.93,-0.01,-0.01,0.3529,0.0533,0.0345,0.0383,1
26,B3SA3,2016,0.8,1.57,-4.88,-5.32,0.6232,0.0759,0.0464,0.0665,1
27,B3SA3,2015,1.21,1.08,-2.55,-2.52,0.9935,0.1201,0.0837,0.1398,1
28,B3SA3,2014,0.51,0.99,-0.6,-0.55,0.4812,0.0515,0.0383,0.0209,1
29,B3SA3,2013,0.55,1.14,-1.77,-1.71,0.5086,0.0561,0.0418,0.1087,1
30,BBAS3,ATUAL,8.22,0.74,0.0,0.0,0.1247,0.155,0.0115,0.2736,0
31,BBAS3,2021,6.88,0.58,0.0,0.0,0.1566,0.1382,0.0099,0.2292,0
32,BBAS3,2020,4.64,0.95,0.0,0.0,0.1347,0.1063,0.0075,-0.0113,0
33,BBAS3,2019,5.72,1.53,0.0,0.0,0.1332,0.1522,0.0107,0.0671,0
34,BBAS3,2018,4.83,1.45,0.0,0.0,0.115,0.1357,0.0099,0.0578,0
35,BBAS3,2017,3.71,1.04,0.0,0.0,0.0723,0.1092,0.0079,-0.0112,0
36,BBAS3,2016,2.45,1.06,0.0,0.0,0.0399,0.0814,0.0051,-0.1114,0
37,BBAS3,2015,4.91,0.6,0.0,0.0,0.0771,0.1704,0.0101,0.0449,0
38,BBAS3,2014,4.14,0.98,0.0,0.0,0.086,0.1449,0.0093,-0.0249,0
39,BBAS3,2013,3.64,1.0,0.0,0.0,0.0998,0.1426,0.009,0.0,0
40,BMKS3,ATUAL,36.11,0.63,-18.4,-22.24,0.903,0.0841,0.0757,0.0067,0
41,BMKS3,2021,17.72,0.56,-30.73,-46.48,0.4568,0.042,0.0373,-0.1269,0
42,BMKS3,2020,7.66,0.6,-44.82,-107.01,0.1598,0.0183,0.0161,-0.2011,0
43,BMKS3,2019,5.91,0.66,48.53,26.39,0.1731,0.0141,0.0122,-0.2538,0
44,BMKS3,2018,8.15,0.7,0.0,35.25,0.267,0.0201,0.0182,-0.1386,0
45,BMKS3,2017,17.66,0.86,0.0,138.0,0.4909,0.044,0.0396,-0.0522,0
46,BMKS3,2016,34.93,0.7,0.0,-253.93,0.8185,0.0844,0.0734,-0.0767,0
47,BMKS3,2015,23.53,0.55,0.0,30.69,0.519,0.0611,0.0543,-0.4274,0
48,BMKS3,2014,25.52,0.68,0.0,-337.89,0.3555,0.0645,0.0566,0.0655,0
49,BMKS3,2013,17.18,0.82,-162.73,-224.67,0.2261,0.0426,0.0373,-0.0593,0
50,BPHA3,ATUAL,10.4,-0.24,0.62,0.85,138.9667,-4.025,16.6902,0.0,0
51,BPHA3,2021,10.4,-0.24,0.62,0.85,138.9667,-4.025,16.6902,0.0,0
52,BPHA3,2020,10.4,-0.24,0.62,0.85,138.9667,-4.025,16.6902,0.0,0
53,BPHA3,2019,10.4,0.0,0.0,0.85,138.9667,0.0,0.1669,0.0,0
54,BPHA3,2018,9.28,-0.63,7.31,-2.19,109.965,-3.9084,14.5385,0.0,0
55,BPHA3,2017,-14.34,-0.31,-0.65,-3.8,-140.1863,-1.231,-11.1885,0.0,0
56,BPHA3,2016,-5.61,1.66,-1.17,-1.14,-0.4221,-2.0843,-0.435,0.0,0
57,BPHA3,2015,-1.8,3.3,-1.9,-3.36,-0.2687,-1.2024,-0.2805,0.0,0
58,BPHA3,2014,-1.69,0.78,-1.42,-1.18,-0.1732,-0.5115,-0.2352,0.0,0
59,BPHA3,2013,-0.59,1.23,19.79,-6.51,-0.0465,-0.1076,-0.0484,0.0,0
60,BRGE3,ATUAL,0.47,0.55,88.79,65.97,8.3627,0.0273,0.011,-0.1071,0
61,BRGE3,2021,0.29,0.42,64.41,60.3,4.9415,0.0172,0.007,-0.1892,0
62,BRGE3,2020,0.56,0.61,-32.87,-33.83,1.6027,0.0333,0.0135,-0.0854,0
63,BRGE3,2019,0.68,0.93,-119.81,-132.11,1.7443,0.0421,0.0151,0.0408,0
64,BRGE3,2018,0.72,0.26,0.0,-109.11,2.0395,0.0463,0.0168,0.0018,0
65,BRGE3,2017,0.7,0.24,0.0,249.36,2.0237,0.0469,0.0163,-0.0411,0
66,BRGE3,2016,0.83,0.0,0.0,-180.67,2.0021,0.0586,0.0188,0.0155,0
67,BRGE3,2015,0.87,0.0,0.0,-65.08,2.3185,0.0642,0.0212,0.0483,0
68,BRGE3,2014,0.56,0.23,0.0,-67.61,1.6649,0.0451,0.0144,-0.0556,0
69,BRGE3,2013,0.71,0.0,0.0,-21.02,1.8911,0.0608,0.0208,0.0,0
70,BRIV3,ATUAL,0.1,0.65,0.0,0.0,0.0041,0.0055,0.0004,-0.3718,0
71,BRIV3,2021,0.83,0.41,0.0,0.0,0.0563,0.0462,0.0031,-0.042,0
72,BRIV3,2020,0.85,0.51,0.0,0.0,0.1014,0.0481,0.0046,-0.0244,0
73,BRIV3,2019,0.78,0.52,0.0,0.0,0.0698,0.0458,0.0057,0.0083,0
74,BRIV3,2018,0.6,0.32,0.0,0.0,0.0594,0.0365,0.004,-0.1022,0
75,BRIV3,2017,0.56,0.36,0.0,0.0,0.043,0.0349,0.0039,-0.0915,0
76,BRIV3,2016,1.03,0.33,0.0,0.0,0.0588,0.0655,0.0075,0.0735,0
77,BRIV3,2015,0.94,0.43,0.0,0.0,0.0524,0.0649,0.0069,0.035,0
78,BRIV3,2014,0.73,0.4,0.0,0.0,0.0485,0.0529,0.0048,-0.0026,0
79,BRIV3,2013,1.01,0.51,0.0,0.0,0.0815,0.0758,0.0067,0.0,0
80,BRPR3,ATUAL,-3.19,0.5,-1.27,-1.25,-4.3646,-0.272,-0.1616,0.0,0
81,BRPR3,2021,0.07,0.49,10.07,10.89,0.0981,0.0045,0.0028,0.0211,0
82,BRPR3,2020,0.42,0.67,2.91,3.0,0.6578,0.0283,0.0194,0.0,0
83,BRPR3,2019,0.76,0.82,0.67,0.69,0.821,0.0432,0.0313,0.0332,0
84,BRPR3,2018,0.03,0.57,0.0,3.89,0.0325,0.0023,0.0013,-0.2993,0
85,BRPR3,2017,0.93,0.54,0.0,3.68,0.6436,0.0471,0.0283,-0.2561,0
86,BRPR3,2016,0.1,0.47,0.0,17.18,0.0619,0.0061,0.0031,-0.3878,0
87,BRPR3,2015,-2.58,0.54,0.0,-34.68,-1.0766,-0.1659,-0.084,0.0,0
88,BRPR3,2014,0.85,0.53,0.0,4.18,0.316,0.044,0.0221,0.0966,0
89,BRPR3,2013,0.26,0.76,0.0,6.46,0.0879,0.0106,0.0052,0.0,0
90,CSAB3,ATUAL,1.6,1.98,0.0,0.0,2.4096,0.0674,0.0321,-0.2612,0
91,CSAB3,2021,1.21,0.0,0.0,0.0,3.2207,0.0536,0.0248,-0.3014,0
92,CSAB3,2020,6.65,2.12,0.0,0.0,15.0738,0.2566,0.127,0.0202,0
93,CSAB3,2019,2.18,0.0,0.0,0.0,1.5311,0.0919,0.0354,-0.1421,0
94,CSAB3,2018,1.83,1.89,0.0,0.0,0.4487,0.0777,0.0293,0.0577,0
95,CSAB3,2017,2.63,2.36,0.0,0.0,0.5838,0.1089,0.0411,0.0805,0
96,CSAB3,2016,7.29,1.69,0.0,0.0,1.1993,0.2682,0.1086,0.1464,0
97,CSAB3,2015,6.01,2.28,0.0,0.0,0.9043,0.2489,0.0971,0.1451,0
98,CSAB3,2014,4.7,0.0,0.0,0.0,0.6754,0.2018,0.078,0.1602,0
99,CSAB3,2013,1.38,1.32,0.0,0.0,0.1653,0.0605,0.0242,-0.2847,0
100,CSMG3,ATUAL,1.13,0.8,1.93,3.91,0.071,0.061,0.0343,-0.0026,0
101,CSMG3,2021,1.41,0.71,1.68,3.16,0.0912,0.0795,0.0423,0.0437,0
102,CSMG3,2020,2.15,0.97,1.54,2.32,0.1528,0.1265,0.0694,0.0,0
103,CSMG3,2019,5.95,1.28,1.58,2.41,0.1463,0.1119,0.0654,0.1885,0
104,CSMG3,2018,4.57,1.25,0.0,3.5,0.1222,0.0929,0.0518,0.0663,0
105,CSMG3,2017,4.42,0.88,0.0,2.84,0.1295,0.0898,0.0518,0.0307,0
106,CSMG3,2016,3.63,0.74,0.0,3.49,0.1077,0.0731,0.0397,-0.0134,0
107,CSMG3,2015,-0.1,0.33,0.0,9.56,-0.003,-0.0021,-0.0011,0.0,0
108,CSMG3,2014,2.66,0.54,0.0,5.01,0.077,0.0575,0.0313,-0.0933,0
109,CSMG3,2013,3.51,0.83,0.0,3.99,0.1124,0.0787,0.0447,0.0944,0
110,DIRR3,ATUAL,1.07,1.86,0.59,0.68,0.0804,0.1176,0.0279,0.0,0
111,DIRR3,2021,1.06,1.47,0.61,0.7,0.0898,0.1227,0.0281,0.0,0
112,DIRR3,2020,0.74,1.64,0.55,0.65,0.0753,0.0922,0.0222,-0.0177,0
113,DIRR3,2019,0.66,1.83,0.63,0.74,0.0689,0.0799,0.0216,-0.1336,0
114,DIRR3,2018,-0.51,0.9,0.0,-4.49,-0.0665,-0.0604,-0.0167,0.0,0
115,DIRR3,2017,-0.94,0.6,0.0,-3.11,-0.1912,-0.0988,-0.0347,0.0,0
116,DIRR3,2016,-0.08,0.44,0.0,114.67,-0.0087,-0.0074,-0.0029,0.0,0
117,DIRR3,2015,0.81,0.33,0.0,2.07,0.0788,0.0751,0.0318,-0.0578,0
118,DIRR3,2014,1.33,0.78,0.0,1.16,0.1122,0.1274,0.052,0.2108,0
119,DIRR3,2013,1.47,1.27,0.0,1.34,0.1309,0.1549,0.0665,0.2878,0
120,EEEL3,ATUAL,8.64,2.51,2.66,3.01,0.0748,0.0737,0.0196,-0.3817,1
121,EEEL3,2021,8.86,0.0,-0.44,-0.43,0.0691,0.0423,0.0187,-0.3786,1
122,EEEL3,2020,28.87,1.97,-0.06,-0.05,0.2101,0.1099,0.05,0.2684,1
123,EEEL3,2019,40.41,1.59,0.38,0.34,0.3597,0.1608,0.0756,0.0,1
124,EEEL3,2018,17.91,0.86,0.0,0.98,0.1694,0.0731,0.034,0.0,1
125,EEEL3,2017,40.81,0.69,0.0,-0.77,0.3884,0.17,0.0836,0.0,1
126,EEEL3,2016,2.39,14.64,0.0,0.09,0.476,0.4234,0.221,0.5997,1
127,EEEL3,2015,0.22,0.16,0.0,5.43,0.1285,0.0573,0.028,-0.1107,1
128,EEEL3,2014,-0.72,0.3,0.0,0.24,-0.4176,-0.1941,-0.0928,0.0,1
129,EEEL3,2013,-0.49,0.36,0.0,1.85,-0.2531,-0.1104,-0.0575,0.0,1
130,EMBR3,ATUAL,-0.03,0.6,6.42,11.51,-0.001,-0.0015,-0.0004,0.0,0
131,EMBR3,2021,-0.37,1.23,5.78,7.71,-0.0121,-0.0185,-0.0048,0.0,0
132,EMBR3,2020,-4.88,0.45,-83.77,-5.4,-0.1841,-0.2462,-0.066,0.0,0
133,EMBR3,2019,-1.78,1.03,-30.67,7.35,-0.1258,-0.0929,-0.0309,0.0,0
134,EMBR3,2018,-0.9,1.08,0.0,23.43,-0.0357,-0.0449,-0.0153,0.0,0
135,EMBR3,2017,1.15,1.1,0.0,1.69,0.0453,0.0632,0.0215,0.0404,0
136,EMBR3,2016,0.79,0.94,0.0,3.37,0.0273,0.0467,0.0153,0.3023,0
137,EMBR3,2015,0.33,1.53,0.0,2.63,0.0119,0.0165,0.0053,-0.1588,0
138,EMBR3,2014,1.08,1.81,0.0,0.17,0.0533,0.0796,0.0288,-0.0268,0
139,EMBR3,2013,1.05,1.69,0.0,-0.63,0.057,0.094,0.0327,0.0,0
140,ENBR3,ATUAL,3.83,1.14,2.11,2.49,0.1165,0.1977,0.0625,0.2724,0
141,ENBR3,2021,3.72,1.09,1.73,2.07,0.1144,0.1937,0.0647,0.2651,0
142,ENBR3,2020,2.49,1.18,1.78,2.18,0.1006,0.149,0.0498,0.0356,0
143,ENBR3,2019,2.2,1.45,1.91,2.41,0.0879,0.145,0.0487,0.1247,0
144,ENBR3,2018,2.1,1.05,0.0,2.35,0.092,0.1493,0.0559,0.2764,0
145,ENBR3,2017,1.01,1.08,0.0,2.73,0.0496,0.0776,0.0297,0.1224,0
146,ENBR3,2016,1.4,0.85,0.0,2.16,0.0712,0.0886,0.0346,0.0624,0
147,ENBR3,2015,2.66,0.99,0.0,2.11,0.1234,0.2178,0.0688,0.1679,0
148,ENBR3,2014,1.56,0.87,0.0,1.7,0.0836,0.152,0.0564,0.0134,0
149,ENBR3,2013,0.79,1.18,0.0,2.1,0.053,0.0822,0.0266,0.0,0
150,ETER3,ATUAL,3.79,1.23,-0.36,-0.39,0.2093,0.3727,0.2198,0.0,0
151,ETER3,2021,4.36,2.3,-0.5,-0.53,0.2398,0.4783,0.2662,0.0,0
152,ETER3,2020,3.07,3.04,-0.07,-0.08,0.2323,0.7387,0.213,0.4009,0
153,ETER3,2019,-0.42,-45.04,2.31,2.79,-0.0259,-4.4816,-0.0232,0.0,0
154,ETER3,2018,-0.83,40.99,-1.59,-1.15,-0.2782,-12.2162,-0.2624,0.0,0
155,ETER3,2017,-1.54,0.97,-0.42,-0.3,-0.4152,-1.621,-0.4904,0.0,0
156,ETER3,2016,-0.21,0.51,1.92,-16.11,-0.0455,-0.082,-0.0447,0.0,0
157,ETER3,2015,0.16,0.75,0.91,1.57,0.0302,0.0588,0.0315,-0.2203,0
158,ETER3,2014,0.95,0.57,0.44,0.62,0.0871,0.1654,0.0948,0.031,0
159,ETER3,2013,1.14,1.55,0.18,0.24,0.1068,0.202,0.1227,0.0472,0
160,FLRY3,ATUAL,1.09,3.33,2.45,3.88,0.0816,0.1908,0.0515,0.0867,0
161,FLRY3,2021,1.1,3.1,2.04,3.22,0.0904,0.1896,0.0576,0.0887,0
162,FLRY3,2020,0.81,4.9,1.03,1.8,0.0865,0.1468,0.0465,0.1907,0
163,FLRY3,2019,0.99,5.49,0.85,1.34,0.1075,0.1776,0.0613,0.2949,0
164,FLRY3,2018,1.05,3.56,0.0,0.89,0.1244,0.1895,0.0848,0.4023,0
165,FLRY3,2017,2.04,2.73,0.0,0.8,0.1345,0.1879,0.0909,0.2464,0
166,FLRY3,2016,1.46,3.63,0.0,1.25,0.1091,0.149,0.0761,0.1785,0
167,FLRY3,2015,0.69,1.51,0.0,1.06,0.0566,0.0648,0.0335,-0.0376,0
168,FLRY3,2014,0.55,1.62,0.0,2.22,0.0511,0.0545,0.0267,0.0053,0
169,FLRY3,2013,0.39,1.7,0.0,2.62,0.0369,0.0362,0.019,0.0,0
170,GEPA3,ATUAL,0.83,1.11,1.44,2.88,0.0563,0.0392,0.0194,-0.2626,0
171,GEPA3,2021,-0.09,1.58,2.27,5.38,-0.0065,-0.0046,-0.0022,0.0,0
172,GEPA3,2020,7.43,2.07,-0.02,-0.03,0.4837,0.3671,0.1227,0.309,0
173,GEPA3,2019,2.61,2.86,0.37,0.54,0.1782,0.1589,0.0558,-0.0291,0
174,GEPA3,2018,2.71,1.88,0.76,1.09,0.194,0.1565,0.0572,-0.0936,0
175,GEPA3,2017,2.58,2.13,0.83,1.29,0.1678,0.144,0.0541,-0.0556,0
176,GEPA3,2016,3.82,1.87,0.78,1.05,0.2708,0.2037,0.0823,0.0512,0
177,GEPA3,2015,1.93,0.0,1.54,2.3,0.1502,0.1007,0.0437,0.0024,0
178,GEPA3,2014,3.02,0.0,2.17,2.17,0.2335,0.1528,0.0743,0.2279,0
179,GEPA3,2013,4.43,2.42,0.72,0.72,0.3439,0.1726,0.0927,0.0,0
180,GRND3,ATUAL,0.7,1.61,-2.45,-3.15,0.2523,0.1528,0.1403,-0.0015,0
181,GRND3,2021,0.67,1.91,-2.31,-2.84,0.2566,0.1468,0.132,-0.0108,0
182,GRND3,2020,0.45,1.79,-3.6,-4.66,0.2136,0.0958,0.0867,-0.0597,0
183,GRND3,2019,0.55,3.01,-2.69,-3.27,0.239,0.1344,0.1218,0.0019,0
184,GRND3,2018,0.65,2.14,-2.7,-3.09,0.2509,0.169,0.1517,0.0619,0
185,GRND3,2017,2.2,2.66,-2.74,-3.1,0.2935,0.2054,0.1848,0.0903,0
186,GRND3,2016,2.11,1.81,-2.59,-2.96,0.3102,0.2171,0.195,0.1574,0
187,GRND3,2015,1.83,1.94,-0.89,-1.01,0.2502,0.2107,0.181,0.1203,0
188,GRND3,2014,1.63,1.99,-1.12,-1.26,0.2195,0.2117,0.1828,0.1249,0
189,GRND3,2013,1.44,2.64,-0.72,-0.79,0.1982,0.2104,0.183,0.1261,0
